image_id,image_path,set_type,object_id,class_id,class_name,center_x,center_y,width,height,xmin,ymin,xmax,ymax
crazing_124,..\NEU-DET\train\images\crazing_124.jpg,train,0,0,Rolled-in_Scale,0.5675,0.23750000000000002,0.715,0.23500000000000001,0.21000000000000002,0.12000000000000001,0.925,0.35500000000000004
crazing_124,..\NEU-DET\train\images\crazing_124.jpg,train,1,0,Rolled-in_Scale,0.1,0.43,0.19,0.74,0.0050000000000000044,0.06,0.195,0.8
crazing_125,..\NEU-DET\train\images\crazing_125.jpg,train,0,0,Rolled-in_Scale,0.66,0.5175,0.61,0.23500000000000001,0.35500000000000004,0.39999999999999997,0.9650000000000001,0.635
crazing_125,..\NEU-DET\train\images\crazing_125.jpg,train,1,0,Rolled-in_Scale,0.65,0.29,0.66,0.35000000000000003,0.32,0.11499999999999996,0.98,0.46499999999999997
crazing_125,..\NEU-DET\train\images\crazing_125.jpg,train,2,0,Rolled-in_Scale,0.785,0.6075,0.43,0.555,0.5700000000000001,0.33,1,0.885
crazing_126,..\NEU-DET\train\images\crazing_126.jpg,train,0,0,Rolled-in_Scale,0.2725,0.4675,0.535,0.305,0.0050000000000000044,0.31500000000000006,0.54,0.62
crazing_126,..\NEU-DET\train\images\crazing_126.jpg,train,1,0,Rolled-in_Scale,0.72,0.2425,0.54,0.255,0.44999999999999996,0.11499999999999999,0.99,0.37
crazing_127,..\NEU-DET\train\images\crazing_127.jpg,train,0,0,Rolled-in_Scale,0.33,0.8075,0.53,0.295,0.065,0.66,0.595,0.955
crazing_127,..\NEU-DET\train\images\crazing_127.jpg,train,1,0,Rolled-in_Scale,0.5075000000000001,0.34750000000000003,0.435,0.455,0.29000000000000004,0.12000000000000002,0.7250000000000001,0.5750000000000001
crazing_128,..\NEU-DET\train\images\crazing_128.jpg,train,0,0,Rolled-in_Scale,0.1525,0.3225,0.295,0.305,0.0050000000000000044,0.17,0.3,0.475
crazing_128,..\NEU-DET\train\images\crazing_128.jpg,train,1,0,Rolled-in_Scale,0.6125,0.54,0.335,0.29,0.44500000000000006,0.395,0.78,0.685
crazing_128,..\NEU-DET\train\images\crazing_128.jpg,train,2,0,Rolled-in_Scale,0.66,0.2575,0.42,0.23500000000000001,0.45000000000000007,0.14,0.87,0.375
crazing_129,..\NEU-DET\train\images\crazing_129.jpg,train,0,0,Rolled-in_Scale,0.23750000000000002,0.4975,0.465,0.23500000000000001,0.0050000000000000044,0.38,0.47000000000000003,0.615
crazing_129,..\NEU-DET\train\images\crazing_129.jpg,train,1,0,Rolled-in_Scale,0.6675,0.48,0.355,0.38,0.49,0.29,0.845,0.6699999999999999
crazing_13,..\NEU-DET\train\images\crazing_13.jpg,train,0,0,Rolled-in_Scale,0.5275,0.3375,0.34500000000000003,0.465,0.355,0.10500000000000001,0.7,0.5700000000000001
crazing_13,..\NEU-DET\train\images\crazing_13.jpg,train,1,0,Rolled-in_Scale,0.225,0.755,0.44,0.25,0.0050000000000000044,0.63,0.445,0.88
crazing_13,..\NEU-DET\train\images\crazing_13.jpg,train,2,0,Rolled-in_Scale,0.8075,0.725,0.375,0.28,0.62,0.585,0.995,0.865
crazing_130,..\NEU-DET\train\images\crazing_130.jpg,train,0,0,Rolled-in_Scale,0.3925,0.7825,0.765,0.225,0.010000000000000009,0.6699999999999999,0.775,0.895
crazing_130,..\NEU-DET\train\images\crazing_130.jpg,train,1,0,Rolled-in_Scale,0.215,0.2625,0.41000000000000003,0.465,0.009999999999999981,0.03,0.42000000000000004,0.495
crazing_130,..\NEU-DET\train\images\crazing_130.jpg,train,2,0,Rolled-in_Scale,0.6900000000000001,0.655,0.61,0.27,0.38500000000000006,0.52,0.9950000000000001,0.79
crazing_131,..\NEU-DET\train\images\crazing_131.jpg,train,0,0,Rolled-in_Scale,0.385,0.2425,0.76,0.275,0.0050000000000000044,0.10499999999999998,0.765,0.38
crazing_131,..\NEU-DET\train\images\crazing_131.jpg,train,1,0,Rolled-in_Scale,0.35000000000000003,0.79,0.52,0.28,0.09000000000000002,0.65,0.6100000000000001,0.93
crazing_131,..\NEU-DET\train\images\crazing_131.jpg,train,2,0,Rolled-in_Scale,0.8125,0.3075,0.315,0.445,0.655,0.08499999999999999,0.97,0.53
crazing_132,..\NEU-DET\train\images\crazing_132.jpg,train,0,0,Rolled-in_Scale,0.4825,0.28,0.515,0.27,0.22499999999999998,0.14500000000000002,0.74,0.41500000000000004
crazing_132,..\NEU-DET\train\images\crazing_132.jpg,train,1,0,Rolled-in_Scale,0.47250000000000003,0.595,0.5750000000000001,0.3,0.185,0.44499999999999995,0.76,0.745
crazing_133,..\NEU-DET\train\images\crazing_133.jpg,train,0,0,Rolled-in_Scale,0.5475,0.8275,0.525,0.28500000000000003,0.285,0.685,0.81,0.97
crazing_133,..\NEU-DET\train\images\crazing_133.jpg,train,1,0,Rolled-in_Scale,0.54,0.6375000000000001,0.61,0.335,0.23500000000000004,0.4700000000000001,0.845,0.805
crazing_134,..\NEU-DET\train\images\crazing_134.jpg,train,0,0,Rolled-in_Scale,0.41500000000000004,0.265,0.5,0.27,0.16500000000000004,0.13,0.665,0.4
crazing_134,..\NEU-DET\train\images\crazing_134.jpg,train,1,0,Rolled-in_Scale,0.4525,0.5925,0.505,0.295,0.2,0.44500000000000006,0.7050000000000001,0.74
crazing_135,..\NEU-DET\train\images\crazing_135.jpg,train,0,0,Rolled-in_Scale,0.4275,0.3225,0.725,0.41500000000000004,0.065,0.11499999999999999,0.79,0.53
crazing_135,..\NEU-DET\train\images\crazing_135.jpg,train,1,0,Rolled-in_Scale,0.5700000000000001,0.77,0.64,0.37,0.25000000000000006,0.585,0.8900000000000001,0.9550000000000001
crazing_136,..\NEU-DET\train\images\crazing_136.jpg,train,0,0,Rolled-in_Scale,0.2225,0.58,0.435,0.28,0.0050000000000000044,0.43999999999999995,0.44,0.72
crazing_136,..\NEU-DET\train\images\crazing_136.jpg,train,1,0,Rolled-in_Scale,0.7925,0.7375,0.325,0.365,0.63,0.555,0.955,0.92
crazing_137,..\NEU-DET\train\images\crazing_137.jpg,train,0,0,Rolled-in_Scale,0.49,0.535,0.66,0.29,0.15999999999999998,0.39,0.8200000000000001,0.68
crazing_137,..\NEU-DET\train\images\crazing_137.jpg,train,1,0,Rolled-in_Scale,0.3325,0.8300000000000001,0.28500000000000003,0.26,0.19,0.7000000000000001,0.47500000000000003,0.9600000000000001
crazing_137,..\NEU-DET\train\images\crazing_137.jpg,train,2,0,Rolled-in_Scale,0.315,0.1925,0.25,0.28500000000000003,0.19,0.04999999999999999,0.44,0.335
crazing_138,..\NEU-DET\train\images\crazing_138.jpg,train,0,0,Rolled-in_Scale,0.4175,0.5125,0.5750000000000001,0.395,0.12999999999999995,0.31499999999999995,0.7050000000000001,0.71
crazing_138,..\NEU-DET\train\images\crazing_138.jpg,train,1,0,Rolled-in_Scale,0.4275,0.2125,0.295,0.23500000000000001,0.28,0.09499999999999999,0.575,0.33
crazing_139,..\NEU-DET\train\images\crazing_139.jpg,train,0,0,Rolled-in_Scale,0.25,0.1875,0.49,0.325,0.0050000000000000044,0.024999999999999994,0.495,0.35
crazing_139,..\NEU-DET\train\images\crazing_139.jpg,train,1,0,Rolled-in_Scale,0.26,0.5475,0.45,0.265,0.035,0.415,0.485,0.6799999999999999
crazing_14,..\NEU-DET\train\images\crazing_14.jpg,train,0,0,Rolled-in_Scale,0.325,0.715,0.43,0.27,0.11000000000000001,0.58,0.54,0.85
crazing_140,..\NEU-DET\train\images\crazing_140.jpg,train,0,0,Rolled-in_Scale,0.43,0.75,0.59,0.35000000000000003,0.135,0.575,0.725,0.925
crazing_140,..\NEU-DET\train\images\crazing_140.jpg,train,1,0,Rolled-in_Scale,0.85,0.4175,0.24,0.805,0.73,0.014999999999999958,0.97,0.8200000000000001
crazing_141,..\NEU-DET\train\images\crazing_141.jpg,train,0,0,Rolled-in_Scale,0.155,0.42,0.27,0.5,0.01999999999999999,0.16999999999999998,0.29000000000000004,0.6699999999999999
crazing_141,..\NEU-DET\train\images\crazing_141.jpg,train,1,0,Rolled-in_Scale,0.6775,0.685,0.625,0.2,0.365,0.5850000000000001,0.99,0.785
crazing_142,..\NEU-DET\train\images\crazing_142.jpg,train,0,0,Rolled-in_Scale,0.255,0.8025,0.49,0.17500000000000002,0.010000000000000009,0.715,0.5,0.89
crazing_142,..\NEU-DET\train\images\crazing_142.jpg,train,1,0,Rolled-in_Scale,0.765,0.6825,0.32,0.275,0.605,0.5449999999999999,0.925,0.8200000000000001
crazing_142,..\NEU-DET\train\images\crazing_142.jpg,train,2,0,Rolled-in_Scale,0.215,0.545,0.41000000000000003,0.26,0.009999999999999981,0.41500000000000004,0.42000000000000004,0.675
crazing_143,..\NEU-DET\train\images\crazing_143.jpg,train,0,0,Rolled-in_Scale,0.2675,0.725,0.41500000000000004,0.41000000000000003,0.06,0.52,0.47500000000000003,0.9299999999999999
crazing_143,..\NEU-DET\train\images\crazing_143.jpg,train,1,0,Rolled-in_Scale,0.365,0.3275,0.64,0.34500000000000003,0.044999999999999984,0.155,0.685,0.5
crazing_144,..\NEU-DET\train\images\crazing_144.jpg,train,0,0,Rolled-in_Scale,0.5775,0.23750000000000002,0.735,0.23500000000000001,0.21000000000000002,0.12000000000000001,0.9450000000000001,0.35500000000000004
crazing_144,..\NEU-DET\train\images\crazing_144.jpg,train,1,0,Rolled-in_Scale,0.4425,0.62,0.385,0.33,0.25,0.45499999999999996,0.635,0.785
crazing_145,..\NEU-DET\train\images\crazing_145.jpg,train,0,0,Rolled-in_Scale,0.28750000000000003,0.23,0.375,0.37,0.10000000000000003,0.04500000000000001,0.47500000000000003,0.41500000000000004
crazing_145,..\NEU-DET\train\images\crazing_145.jpg,train,1,0,Rolled-in_Scale,0.47750000000000004,0.6675,0.685,0.425,0.135,0.45499999999999996,0.8200000000000001,0.88
crazing_146,..\NEU-DET\train\images\crazing_146.jpg,train,0,0,Rolled-in_Scale,0.34500000000000003,0.755,0.26,0.42,0.21500000000000002,0.545,0.47500000000000003,0.965
crazing_147,..\NEU-DET\train\images\crazing_147.jpg,train,0,0,Rolled-in_Scale,0.635,0.6900000000000001,0.37,0.21,0.45,0.5850000000000001,0.8200000000000001,0.795
crazing_147,..\NEU-DET\train\images\crazing_147.jpg,train,1,0,Rolled-in_Scale,0.1875,0.3375,0.34500000000000003,0.255,0.014999999999999986,0.21000000000000002,0.36,0.465
crazing_148,..\NEU-DET\train\images\crazing_148.jpg,train,0,0,Rolled-in_Scale,0.2225,0.34,0.405,0.29,0.01999999999999999,0.19500000000000003,0.42500000000000004,0.485
crazing_149,..\NEU-DET\train\images\crazing_149.jpg,train,0,0,Rolled-in_Scale,0.455,0.185,0.58,0.32,0.16500000000000004,0.024999999999999994,0.745,0.345
crazing_149,..\NEU-DET\train\images\crazing_149.jpg,train,1,0,Rolled-in_Scale,0.45,0.7175,0.64,0.355,0.13,0.54,0.77,0.895
crazing_15,..\NEU-DET\train\images\crazing_15.jpg,train,0,0,Rolled-in_Scale,0.44,0.3675,0.61,0.275,0.135,0.22999999999999998,0.745,0.505
crazing_15,..\NEU-DET\train\images\crazing_15.jpg,train,1,0,Rolled-in_Scale,0.485,0.2025,0.7000000000000001,0.245,0.13499999999999995,0.08000000000000002,0.835,0.325
crazing_150,..\NEU-DET\train\images\crazing_150.jpg,train,0,0,Rolled-in_Scale,0.595,0.86,0.67,0.24,0.25999999999999995,0.74,0.9299999999999999,0.98
crazing_151,..\NEU-DET\train\images\crazing_151.jpg,train,0,0,Rolled-in_Scale,0.5625,0.3175,0.215,0.425,0.455,0.10500000000000001,0.67,0.53
crazing_152,..\NEU-DET\train\images\crazing_152.jpg,train,0,0,Rolled-in_Scale,0.485,0.5825,0.49,0.185,0.24,0.49,0.73,0.675
crazing_152,..\NEU-DET\train\images\crazing_152.jpg,train,1,0,Rolled-in_Scale,0.3425,0.8200000000000001,0.665,0.27,0.010000000000000009,0.685,0.675,0.9550000000000001
crazing_152,..\NEU-DET\train\images\crazing_152.jpg,train,2,2,Crazing,0.8675,0.76,0.17500000000000002,0.16,0.78,0.68,0.9550000000000001,0.84
crazing_153,..\NEU-DET\train\images\crazing_153.jpg,train,0,0,Rolled-in_Scale,0.165,0.6375000000000001,0.32,0.305,0.0050000000000000044,0.4850000000000001,0.325,0.79
crazing_153,..\NEU-DET\train\images\crazing_153.jpg,train,1,0,Rolled-in_Scale,0.5575,0.775,0.355,0.42,0.38,0.5650000000000001,0.735,0.985
crazing_154,..\NEU-DET\train\images\crazing_154.jpg,train,0,0,Rolled-in_Scale,0.2275,0.3075,0.445,0.375,0.0050000000000000044,0.12,0.45,0.495
crazing_154,..\NEU-DET\train\images\crazing_154.jpg,train,1,0,Rolled-in_Scale,0.6725,0.405,0.375,0.36,0.485,0.22500000000000003,0.86,0.585
crazing_154,..\NEU-DET\train\images\crazing_154.jpg,train,2,0,Rolled-in_Scale,0.7000000000000001,0.7525000000000001,0.42,0.225,0.4900000000000001,0.64,0.91,0.8650000000000001
crazing_155,..\NEU-DET\train\images\crazing_155.jpg,train,0,0,Rolled-in_Scale,0.305,0.2275,0.46,0.365,0.07499999999999998,0.04500000000000001,0.535,0.41000000000000003
crazing_155,..\NEU-DET\train\images\crazing_155.jpg,train,1,0,Rolled-in_Scale,0.755,0.5575,0.4,0.5650000000000001,0.5549999999999999,0.27499999999999997,0.9550000000000001,0.8400000000000001
crazing_155,..\NEU-DET\train\images\crazing_155.jpg,train,2,0,Rolled-in_Scale,0.275,0.6,0.53,0.29,0.010000000000000009,0.45499999999999996,0.54,0.745
crazing_156,..\NEU-DET\train\images\crazing_156.jpg,train,0,0,Rolled-in_Scale,0.2325,0.2975,0.455,0.34500000000000003,0.0050000000000000044,0.12499999999999997,0.46,0.47
crazing_156,..\NEU-DET\train\images\crazing_156.jpg,train,1,0,Rolled-in_Scale,0.74,0.3425,0.45,0.445,0.515,0.12000000000000002,0.965,0.5650000000000001
crazing_156,..\NEU-DET\train\images\crazing_156.jpg,train,2,0,Rolled-in_Scale,0.4375,0.635,0.445,0.29,0.215,0.49,0.66,0.78
crazing_157,..\NEU-DET\train\images\crazing_157.jpg,train,0,0,Rolled-in_Scale,0.5625,0.20750000000000002,0.485,0.385,0.32,0.015000000000000013,0.8049999999999999,0.4
crazing_157,..\NEU-DET\train\images\crazing_157.jpg,train,1,0,Rolled-in_Scale,0.535,0.61,0.59,0.35000000000000003,0.24000000000000005,0.43499999999999994,0.8300000000000001,0.785
crazing_158,..\NEU-DET\train\images\crazing_158.jpg,train,0,0,Rolled-in_Scale,0.44,0.48,0.37,0.39,0.255,0.285,0.625,0.675
